val_chr_f1,val_ent_f1,current_epoch,global_step,learning_rate,trained_rate,train_loss,train_acc,val_loss,val_acc
10.129932926472037,1.006217875231652,0,50.0,5e-05,0.04761902615427971,0.1883656531572342,0.014675057493150234,0.24301739037036896,0.049448247998952866
24.631179055070763,11.08992135933511,0,100.0,5e-05,0.09523805230855942,0.1319212019443512,0.19238895177841187,0.16424649953842163,0.21181732416152954
44.921402630870574,24.543836832316714,0,150.0,5e-05,0.14285710453987122,0.10172209143638611,0.3566879630088806,0.13796845078468323,0.3247986137866974
53.02397817863059,31.733682980175377,0,200.0,5e-05,0.19047610461711884,0.0952029600739479,0.45330727100372314,0.11993815004825592,0.4228915870189667
58.49845322006725,35.68101803411112,1,260.0,4.5e-05,0.2476191371679306,0.08892092108726501,0.4732823371887207,0.1128079742193222,0.45433884859085083
61.97145248072442,39.16373201756243,1,310.0,4.5e-05,0.29523807764053345,0.0741635337471962,0.480369508266449,0.10475771874189377,0.495132714509964
62.0605761878131,40.84640086680267,1,360.0,4.5e-05,0.34285733103752136,0.08273874968290329,0.5205478072166443,0.10708969086408615,0.48404234647750854
66.98698073915209,46.39513468098585,1,410.0,4.5e-05,0.3904761075973511,0.0663197934627533,0.5834862589836121,0.09452898800373077,0.5579121112823486
67.40793304212175,48.05872400736379,2,470.0,4.05e-05,0.44761931896209717,0.061923421919345856,0.5956175923347473,0.09631792455911636,0.5414922833442688
69.47361000192575,51.296219090657914,2,520.0,4.05e-05,0.4952382743358612,0.0777612254023552,0.5732144713401794,0.08948014676570892,0.6037335395812988
69.5070826144393,50.28769996456411,2,570.0,4.05e-05,0.5428571105003357,0.05453602224588394,0.6282830238342285,0.09310152381658554,0.5552133321762085
70.59936131381173,50.431736954138984,2,620.0,4.05e-05,0.5904761552810669,0.04935333505272865,0.6376146674156189,0.09023533016443253,0.5702887177467346
70.38697890335672,52.749595374784285,3,680.0,3.6450000000000005e-05,0.6476194262504578,0.04809451848268509,0.6865673065185547,0.09007808566093445,0.5967523455619812
71.9087752523495,53.03900458956586,3,730.0,3.6450000000000005e-05,0.6952385902404785,0.04956081509590149,0.6801617741584778,0.08752025663852692,0.6046162843704224
72.37637823323392,54.67822660062488,3,780.0,3.6450000000000005e-05,0.7428569793701172,0.04993107169866562,0.6226009130477905,0.0834420919418335,0.625409722328186
72.14025978302607,52.47793585584729,3,830.0,3.6450000000000005e-05,0.7904761433601379,0.047314900904893875,0.7048192620277405,0.08751510828733444,0.6106633543968201
73.82169788347012,55.07463158327205,4,890.0,3.280500000000001e-05,0.8476194739341736,0.04960922524333,0.751433789730072,0.0808086171746254,0.6528515219688416
74.15262161883105,55.04165056955084,4,940.0,3.280500000000001e-05,0.8952386379241943,0.04300171136856079,0.7010523676872253,0.08102662861347198,0.6491684913635254
74.71691373459588,57.8649769923142,4,990.0,3.280500000000001e-05,0.9428568482398987,0.0466947965323925,0.737881064414978,0.0791332945227623,0.6661731600761414
75.0248368843493,57.704711072919004,4,1040.0,3.280500000000001e-05,0.9904765486717224,0.04063781350851059,0.7142853736877441,0.07837655395269394,0.6571500897407532
